epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.10891402512788773,3.2251675128936768,0.13746032118797302,2.875999927520752
1,0.26971447467803955,2.4081265926361084,0.4079365134239197,1.9655426740646362
2,0.44008541107177734,1.8761017322540283,0.3911111056804657,2.2516355514526367
3,0.5385589003562927,1.596395492553711,0.5120635032653809,1.699129581451416
4,0.6039705872535706,1.415562629699707,0.6114285588264465,1.5757853984832764
5,0.648738443851471,1.2972701787948608,0.6406348943710327,1.4506014585494995
6,0.6795855164527893,1.2001076936721802,0.648888885974884,1.2712043523788452
7,0.6962746381759644,1.1469075679779053,0.40507936477661133,2.569518804550171
8,0.7130427956581116,1.088073492050171,0.6111111044883728,1.5130287408828735
9,0.7306810021400452,1.0349392890930176,0.6520634889602661,1.4366803169250488
10,0.7377204895019531,1.0160859823226929,0.5092063546180725,2.304678440093994
11,0.7510084509849548,0.9924268126487732,0.6279364824295044,1.4571294784545898
12,0.7617654204368591,0.9520989060401917,0.6965079307556152,1.3853051662445068
13,0.760499894618988,0.9470545053482056,0.7511110901832581,1.0139240026474
14,0.7709404230117798,0.917455792427063,0.6241269707679749,1.8405787944793701
15,0.7737087607383728,0.9053530693054199,0.7914285659790039,0.846576988697052
16,0.7858103513717651,0.8779266476631165,0.6996825337409973,1.2303287982940674
17,0.7862058281898499,0.8693273663520813,0.7012698650360107,1.2732089757919312
18,0.7926124930381775,0.8667132258415222,0.7552381157875061,1.1692312955856323
19,0.797516405582428,0.8387021422386169,0.7215873003005981,1.2730205059051514
20,0.8353238701820374,0.7018181681632996,0.7190476059913635,1.320815920829773
21,0.8367475867271423,0.6785954833030701,0.8323809504508972,0.763917088508606
22,0.8433915972709656,0.6604161858558655,0.8111110925674438,0.859053909778595
23,0.8433915972709656,0.6470980048179626,0.8241269588470459,0.7806888818740845
24,0.8468717932701111,0.6402033567428589,0.8488888740539551,0.706508219242096
25,0.8559677004814148,0.6344704031944275,0.845714271068573,0.7362378835678101
26,0.8577868938446045,0.6177133321762085,0.6961904764175415,1.452274203300476
27,0.8547022342681885,0.6217187643051147,0.8022222518920898,0.8950362205505371
28,0.8607925176620483,0.6060953140258789,0.8266666531562805,0.8183491230010986
29,0.857075035572052,0.6151768565177917,0.7555555701255798,1.1135191917419434
30,0.8569959402084351,0.6049668788909912,0.8428571224212646,0.7155311703681946
31,0.8649054765701294,0.5900188088417053,0.7768253684043884,0.9779377579689026
32,0.8650636672973633,0.5832156538963318,0.8107936382293701,0.817384660243988
33,0.8659337162971497,0.5891442894935608,0.8669841289520264,0.6420252323150635
34,0.8678320050239563,0.5808863639831543,0.7971428632736206,0.9064632058143616
35,0.8932215571403503,0.5010418891906738,0.8834920525550842,0.593813955783844
36,0.8956735134124756,0.48901984095573425,0.883809506893158,0.5968959927558899
37,0.9017637968063354,0.4613739848136902,0.8863492012023926,0.5748029947280884
38,0.9020010828971863,0.4565882682800293,0.8819047808647156,0.5760505199432373
39,0.9017637968063354,0.4598578214645386,0.8993650674819946,0.5507155060768127
40,0.9045321345329285,0.44068285822868347,0.8834920525550842,0.5904176235198975
41,0.9046112298965454,0.4393186569213867,0.897777795791626,0.5601849555969238
42,0.9056394696235657,0.4331655502319336,0.8898412585258484,0.5773656964302063
43,0.9054021835327148,0.43395742774009705,0.882539689540863,0.5742999911308289
44,0.9056394696235657,0.4324362874031067,0.8952381014823914,0.5587907433509827
45,0.9091987609863281,0.4220956265926361,0.8955555558204651,0.5630137324333191
46,0.9127580523490906,0.4081338346004486,0.8987301588058472,0.5564929246902466
47,0.9108597636222839,0.41425517201423645,0.8958730101585388,0.5526828765869141
48,0.9128371477127075,0.404526025056839,0.8952381014823914,0.5525069236755371
49,0.9120461940765381,0.40549197793006897,0.8958730101585388,0.5606589913368225
50,0.9167128205299377,0.4067649245262146,0.89682537317276,0.5555927753448486
51,0.9146563410758972,0.40320295095443726,0.89682537317276,0.5550700426101685
52,0.9146563410758972,0.39858487248420715,0.8965079188346863,0.5580962896347046
53,0.9141026735305786,0.4096537232398987,0.8955555558204651,0.5520464777946472
54,0.9141817688941956,0.4049530327320099,0.8955555558204651,0.549293577671051
55,0.9157636761665344,0.39838749170303345,0.89682537317276,0.5496354699134827
56,0.9132326245307922,0.40627795457839966,0.89682537317276,0.5513785481452942
57,0.916317343711853,0.40757063031196594,0.8958730101585388,0.5534123778343201
58,0.9151309132575989,0.4036891758441925,0.8946031928062439,0.5553905963897705
59,0.9173455834388733,0.39713695645332336,0.89682537317276,0.5572531223297119
