epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.0909232497215271,3.3572487831115723,0.117010198533535,3.1012284755706787
1,0.2436390072107315,2.513881206512451,0.3912138342857361,1.9538984298706055
2,0.39116212725639343,2.0219037532806396,0.4951072335243225,1.6955323219299316
3,0.49517083168029785,1.7431164979934692,0.4388923645019531,2.1217808723449707
4,0.5421123504638672,1.6010774374008179,0.4524255692958832,2.0126407146453857
5,0.5757607221603394,1.5121597051620483,0.3195919096469879,2.8846142292022705
6,0.6021912693977356,1.4559954404830933,0.5790131092071533,1.6029607057571411
7,0.6194308996200562,1.4050564765930176,0.6031646728515625,1.4882224798202515
8,0.6264409422874451,1.3617384433746338,0.6050385236740112,1.5437781810760498
9,0.6461730003356934,1.3351842164993286,0.6612533926963806,1.3018001317977905
10,0.6568179726600647,1.2892314195632935,0.6104518175125122,1.5011024475097656
11,0.6692802906036377,1.2567152976989746,0.6279408931732178,1.4686435461044312
12,0.6753037571907043,1.2368413209915161,0.6843639612197876,1.4011867046356201
13,0.6872468590736389,1.2026886940002441,0.5929627418518066,1.6021709442138672
14,0.6966455578804016,1.1794458627700806,0.5531958937644958,2.2699570655822754
15,0.7013189196586609,1.164842963218689,0.6144076585769653,1.5500564575195312
16,0.7058884501457214,1.1424931287765503,0.6458463668823242,1.5174099206924438
17,0.7179873585700989,1.1306225061416626,0.6383510231971741,1.552535057067871
18,0.7279571890830994,1.103533148765564,0.6706225275993347,1.491079330444336
19,0.7308651208877563,1.1038328409194946,0.6379346251487732,1.7232011556625366
20,0.7696022391319275,0.9592101573944092,0.752862811088562,1.0830789804458618
21,0.7788971066474915,0.9236607551574707,0.7978346943855286,0.952242374420166
22,0.7815972566604614,0.9086669087409973,0.7867999076843262,1.001855731010437
23,0.7803510427474976,0.9101124405860901,0.7720174789428711,1.1146717071533203
24,0.7824280858039856,0.8908331990242004,0.7634811401367188,1.05909264087677
25,0.7859071493148804,0.883240282535553,0.7782635688781738,0.9730930924415588
26,0.7918267846107483,0.875119686126709,0.7755569219589233,1.1270356178283691
27,0.7958770394325256,0.8722174763679504,0.7942952513694763,0.9663903117179871
28,0.7992003560066223,0.8525610566139221,0.7561940550804138,1.08984375
29,0.7987329959869385,0.8651905655860901,0.7826358675956726,0.9932271838188171
30,0.8026275038719177,0.8528828620910645,0.8124089241027832,0.9660515785217285
31,0.8047564625740051,0.8529667258262634,0.7674370408058167,1.1027978658676147
32,0.8085470795631409,0.8291439414024353,0.7647303938865662,1.155222773551941
33,0.806002676486969,0.8354067802429199,0.8063710331916809,0.9919042587280273
34,0.8102087378501892,0.8253991603851318,0.7645221948623657,1.1485227346420288
35,0.8401703238487244,0.7390071749687195,0.8346866369247437,0.86181640625
36,0.8432340025901794,0.7012110352516174,0.8494690656661987,0.7496917247772217
37,0.8421435356140137,0.7001833915710449,0.8575890064239502,0.7510765790939331
38,0.8451552391052246,0.6942067742347717,0.8528003096580505,0.7707264423370361
39,0.8440648317337036,0.6894403696060181,0.8455132246017456,0.7732021808624268
40,0.8475438952445984,0.6892957091331482,0.8463460206985474,0.7762821912765503
41,0.8489978313446045,0.6770047545433044,0.8494690656661987,0.7669075727462769
42,0.8473880887031555,0.6765946745872498,0.843222975730896,0.7902880311012268
43,0.8541385531425476,0.6638509631156921,0.8592546582221985,0.7554832100868225
44,0.8512825965881348,0.6744899749755859,0.8582136034965515,0.7215358018875122
45,0.856267511844635,0.6432980895042419,0.8580054044723511,0.7265298962593079
46,0.8523730635643005,0.6515787839889526,0.8605038523674011,0.7290213704109192
47,0.8532558083534241,0.6501797437667847,0.8621695041656494,0.7253731489181519
48,0.8573579788208008,0.6366051435470581,0.8611284494400024,0.7310351133346558
49,0.8547097444534302,0.6477794051170349,0.8625859022140503,0.7223108410835266
50,0.8559040427207947,0.6427057385444641,0.8617530465126038,0.724762499332428
51,0.860265851020813,0.6351703405380249,0.8615448474884033,0.7210780382156372
52,0.8580330014228821,0.6455008387565613,0.8590463995933533,0.7235067486763
53,0.8587599992752075,0.6390919089317322,0.8613366484642029,0.7260947823524475
54,0.8594350218772888,0.635313868522644,0.8617530465126038,0.7200261950492859
55,0.8596946597099304,0.6335347294807434,0.8607120513916016,0.7252684831619263
56,0.8586041927337646,0.6399122476577759,0.860920250415802,0.725477397441864
57,0.8610447645187378,0.6329468488693237,0.860920250415802,0.7245806455612183
58,0.8589677214622498,0.6345847845077515,0.8598792552947998,0.728434145450592
59,0.8573060631752014,0.6293913722038269,0.8602956533432007,0.7213345766067505
