epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5667539238929749,3.2483479976654053,0.5654450058937073,0.9030029773712158
1,0.6871727705001831,0.7609537243843079,0.2879581153392792,1.2371423244476318
2,0.7251309156417847,0.6597515940666199,0.3664921522140503,1.071492314338684
3,0.7814136147499084,0.6285325884819031,0.28272250294685364,1.540259599685669
4,0.7958115339279175,0.5110082626342773,0.46073299646377563,0.9986014366149902
5,0.8062826991081238,0.49382081627845764,0.27225130796432495,2.809415340423584
6,0.7997382283210754,0.5139346718788147,0.34554973244667053,1.6553593873977661
7,0.8403141498565674,0.44459259510040283,0.3560209572315216,1.4066437482833862
8,0.8298429250717163,0.46483200788497925,0.5445026159286499,1.2044962644577026
9,0.8376963138580322,0.41784384846687317,0.4554973840713501,1.8507522344589233
10,0.8782722353935242,0.3625781834125519,0.5445026159286499,2.1999032497406006
11,0.8730366230010986,0.4025357663631439,0.5497382283210754,1.9842274188995361
12,0.8821989297866821,0.36545056104660034,0.5968586206436157,1.1862504482269287
13,0.8808900713920593,0.3729621171951294,0.6439790725708008,0.8475668430328369
14,0.8691099286079407,0.3676440119743347,0.7591623067855835,0.5356162786483765
15,0.8756544589996338,0.35433289408683777,0.6649214625358582,0.8275669813156128
16,0.8874345421791077,0.3311661183834076,0.6649214625358582,1.1344109773635864
17,0.8992146849632263,0.30943766236305237,0.753926694393158,0.8470970392227173
18,0.9175392389297485,0.2567979395389557,0.7853403091430664,0.8299830555915833
19,0.9201570749282837,0.23583988845348358,0.9005235433578491,0.3316175043582916
20,0.9070680737495422,0.2774626314640045,0.7068063020706177,0.874258816242218
21,0.926701545715332,0.21243727207183838,0.8115183115005493,0.3691597282886505
22,0.9306282997131348,0.22187164425849915,0.9162303805351257,0.20638257265090942
23,0.9384816884994507,0.2021360695362091,0.8743455410003662,0.5858041048049927
24,0.9240837693214417,0.27133744955062866,0.8952879309654236,0.5283787846565247
25,0.9424083828926086,0.17141860723495483,0.9319371581077576,0.25570493936538696
26,0.9594240784645081,0.13907448947429657,0.926701545715332,0.22891053557395935
27,0.9738219976425171,0.08909627050161362,0.9476439952850342,0.17803548276424408
28,0.9659686088562012,0.07799426466226578,0.9371727705001831,0.223616361618042
29,0.9751309156417847,0.08467423915863037,0.9214659929275513,0.2863362431526184
30,0.9712041616439819,0.08861538022756577,0.9371727705001831,0.25193750858306885
31,0.9712041616439819,0.09917502850294113,0.9424083828926086,0.21465593576431274
32,0.9712041616439819,0.07288975268602371,0.9162303805351257,0.29156941175460815
33,0.967277467250824,0.06842977553606033,0.9476439952850342,0.22489991784095764
34,0.9725130796432495,0.07598523795604706,0.9528796076774597,0.14616616070270538
35,0.9698953032493591,0.06676114350557327,0.9528796076774597,0.14179395139217377
36,0.9751309156417847,0.06014610826969147,0.9528796076774597,0.13987737894058228
37,0.9764397740364075,0.06168965622782707,0.9528796076774597,0.14054733514785767
38,0.9751309156417847,0.06841561943292618,0.9528796076774597,0.14451077580451965
39,0.9725130796432495,0.06525354087352753,0.9528796076774597,0.14579883217811584
40,0.9790576100349426,0.05630692467093468,0.9528796076774597,0.14616964757442474
41,0.977748692035675,0.04749472439289093,0.9528796076774597,0.1462268978357315
42,0.9738219976425171,0.06091446056962013,0.9581151604652405,0.1428322046995163
43,0.985602080821991,0.043889664113521576,0.9581151604652405,0.14236894249916077
44,0.977748692035675,0.057022422552108765,0.9528796076774597,0.14359423518180847
45,0.981675386428833,0.0512721873819828,0.9581151604652405,0.1422549933195114
46,0.9659686088562012,0.09009131789207458,0.9581151604652405,0.14124394953250885
47,0.9803664684295654,0.048305440694093704,0.9581151604652405,0.14292678236961365
48,0.9738219976425171,0.06337130069732666,0.9581151604652405,0.14282627403736115
49,0.9790576100349426,0.048604581505060196,0.9581151604652405,0.1434086561203003
50,0.9751309156417847,0.05305501073598862,0.9581151604652405,0.142926886677742
51,0.9803664684295654,0.05515778809785843,0.9581151604652405,0.1419876217842102
52,0.967277467250824,0.06116759777069092,0.9528796076774597,0.14018277823925018
53,0.9829843044281006,0.04869120940566063,0.9581151604652405,0.13984903693199158
54,0.9829843044281006,0.04921822249889374,0.9581151604652405,0.14275707304477692
55,0.9751309156417847,0.0644228458404541,0.9581151604652405,0.14277459681034088
56,0.9829843044281006,0.04503006860613823,0.9581151604652405,0.14326119422912598
57,0.977748692035675,0.06028130277991295,0.9581151604652405,0.14261211454868317
58,0.977748692035675,0.05683441460132599,0.9528796076774597,0.13946838676929474
59,0.9725130796432495,0.07585285604000092,0.9528796076774597,0.14101168513298035
60,0.9698953032493591,0.055361758917570114,0.9581151604652405,0.1436094045639038
61,0.9698953032493591,0.05500021576881409,0.9528796076774597,0.14057958126068115
62,0.9803664684295654,0.08766079694032669,0.9581151604652405,0.14165329933166504
63,0.9738219976425171,0.08767333626747131,0.9581151604652405,0.1404697597026825
64,0.9698953032493591,0.0575096569955349,0.9528796076774597,0.14012174308300018
65,0.9829843044281006,0.043908651918172836,0.9528796076774597,0.1387837678194046
66,0.9869109988212585,0.04625499248504639,0.9528796076774597,0.1389610767364502
67,0.9712041616439819,0.07470811158418655,0.9528796076774597,0.13731999695301056
68,0.9738219976425171,0.08226832002401352,0.9528796076774597,0.13915997743606567
69,0.967277467250824,0.06756523251533508,0.9528796076774597,0.13866199553012848
70,0.9764397740364075,0.06360497325658798,0.9528796076774597,0.1408354938030243
71,0.9803664684295654,0.0558844655752182,0.9581151604652405,0.1428000032901764
72,0.981675386428833,0.05377337709069252,0.9581151604652405,0.14336763322353363
73,0.9842932224273682,0.04120582714676857,0.9581151604652405,0.14246149361133575
74,0.9764397740364075,0.05009735748171806,0.9581151604652405,0.142168790102005
75,0.977748692035675,0.060055576264858246,0.9581151604652405,0.1413377821445465
76,0.9803664684295654,0.050663549453020096,0.9581151604652405,0.14020372927188873
77,0.9725130796432495,0.05394043028354645,0.9581151604652405,0.14106710255146027
78,0.977748692035675,0.05910487845540047,0.9581151604652405,0.1393839418888092
79,0.981675386428833,0.04033314064145088,0.9581151604652405,0.14091956615447998
80,0.977748692035675,0.061985503882169724,0.9581151604652405,0.1411793828010559
81,0.9738219976425171,0.057056233286857605,0.9581151604652405,0.13852925598621368
82,0.9829843044281006,0.046201761811971664,0.9581151604652405,0.13779287040233612
83,0.9764397740364075,0.0631207600235939,0.9581151604652405,0.13718314468860626
84,0.9698953032493591,0.07202509790658951,0.9528796076774597,0.13542549312114716
85,0.985602080821991,0.03891536965966225,0.9528796076774597,0.13583633303642273
86,0.9738219976425171,0.05724870413541794,0.9528796076774597,0.13564448058605194
87,0.9803664684295654,0.06083468347787857,0.9528796076774597,0.13419079780578613
88,0.9829843044281006,0.06258665770292282,0.9581151604652405,0.13578779995441437
89,0.9790576100349426,0.041918568313121796,0.9528796076774597,0.13673874735832214
90,0.9725130796432495,0.08033096045255661,0.9528796076774597,0.1354726403951645
91,0.981675386428833,0.04647479206323624,0.9581151604652405,0.1369045376777649
92,0.9869109988212585,0.04165797680616379,0.9581151604652405,0.1374712884426117
93,0.9829843044281006,0.03926105052232742,0.9528796076774597,0.13728171586990356
94,0.9895287752151489,0.0358310341835022,0.9528796076774597,0.13577741384506226
95,0.9790576100349426,0.04368261247873306,0.9528796076774597,0.13325613737106323
96,0.9698953032493591,0.059322841465473175,0.9528796076774597,0.13313457369804382
97,0.9764397740364075,0.06099637970328331,0.9528796076774597,0.13234767317771912
98,0.9790576100349426,0.05663587525486946,0.9528796076774597,0.13295073807239532
99,0.9829843044281006,0.049584656953811646,0.9528796076774597,0.13485774397850037
